Season,LocationID,EventID,ChannelType,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments,Units,DETimeStamp
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,2.00,1.00,21.00,0.09,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,3.00,2.00,24.00,0.11,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,4.00,3.00,22.00,0.15,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,5.00,4.00,30.00,0.11,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,6.00,5.00,24.00,0.18,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,7.00,6.00,30.00,0.19,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,8.00,7.00,32.00,0.19,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,9.00,8.00,29.00,0.24,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,10.00,9.00,34.00,0.20,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,11.00,10.00,31.00,0.19,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,12.00,11.00,13.00,0.13,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,13.00,12.00,10.00,0.05,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,14.00,13.00,18.00,0.08,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,15.00,14.00,8.00,0.02,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,16.00,15.00,6.00,0.03,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,17.00,16.00,2.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM01,BUFFRMFISH2006MAY23,main,18.00,17.00,1.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,2.00,1.00,2.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,3.00,2.00,24.00,0.13,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,4.00,3.00,26.00,0.25,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,5.00,4.00,40.00,0.33,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,6.00,5.00,38.00,0.43,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,7.00,6.00,38.00,0.21,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,8.00,7.00,36.00,0.12,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,9.00,8.00,30.00,0.31,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,10.00,9.00,16.00,0.21,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,11.00,10.00,13.00,0.16,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,12.00,11.00,11.00,0.21,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,13.00,12.00,13.00,0.16,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,14.00,13.00,12.00,0.24,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,15.00,14.00,8.00,0.18,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,16.00,15.00,7.00,0.09,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM02,BUFFRMFISH2006MAY30,main,17.00,16.00,2.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,2.00,1.00,28.00,0.71,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,3.00,2.00,42.00,0.48,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,4.00,3.00,36.00,0.60,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,5.00,4.00,44.00,0.63,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,6.00,5.00,50.00,0.61,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,7.00,6.00,38.00,0.72,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,8.00,7.00,40.00,0.02,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM03,BUFFRMFISH2006JUN01,main,9.00,8.00,18.00,0.03,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,2.00,2.00,50.00,0.13,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,3.00,4.00,46.00,0.26,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,4.00,6.00,39.00,0.24,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,5.00,8.00,52.00,0.33,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,6.00,10.00,49.00,0.39,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,7.00,12.00,40.00,0.52,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,8.00,14.00,38.00,0.41,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,9.00,16.00,32.00,0.35,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,10.00,18.00,31.00,0.19,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,11.00,20.00,36.00,0.15,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,12.00,22.00,36.00,0.17,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,13.00,24.00,32.00,0.18,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,14.00,26.00,31.00,0.30,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,15.00,28.00,26.00,0.17,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,16.00,30.00,26.00,0.09,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,17.00,32.00,30.00,0.11,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,18.00,34.00,28.00,0.09,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,19.00,36.00,32.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,20.00,38.00,28.00,0.03,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM04,BUFFRMFISH2006JUN02,main,21.00,40.00,4.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,2.00,2.00,38.00,0.09,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,3.00,4.00,60.00,0.26,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,4.00,6.00,53.00,0.46,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,5.00,8.00,42.00,0.40,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,6.00,10.00,38.00,0.32,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,7.00,12.00,29.00,0.32,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,8.00,14.00,16.00,0.79,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,9.00,16.00,20.00,0.60,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,10.00,18.00,16.00,0.82,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,11.00,20.00,18.00,0.76,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,12.00,22.00,16.00,0.69,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,13.00,24.00,8.00,0.24,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM05,BUFFRMFISH2006JUN12,main,14.00,26.00,2.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,2.00,3.00,40.00,0.26,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,3.00,6.00,46.00,0.35,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,4.00,9.00,53.00,0.44,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,5.00,12.00,50.00,0.47,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,6.00,15.00,50.00,0.50,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,7.00,18.00,54.00,0.51,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,8.00,21.00,46.00,0.48,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,9.00,24.00,42.00,0.54,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,10.00,27.00,42.00,0.51,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,11.00,30.00,36.00,0.42,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,12.00,33.00,30.00,0.01,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,13.00,36.00,12.00,-0.01,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBM06,BUFFRMFISH2006JUN05,main,14.00,37.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,main,2.00,1.00,20.00,0.02,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,main,3.00,2.00,70.00,0.03,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,main,4.00,3.00,30.00,0.02,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,main,5.00,4.00,30.00,0.09,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT03,BUFFRMFISH2006MAY22,main,6.00,5.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT09,BUFFRMFISH2006MAY30,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT09,BUFFRMFISH2006MAY30,main,2.00,1.00,20.00,0.88,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT09,BUFFRMFISH2006MAY30,main,3.00,2.00,13.00,0.73,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT09,BUFFRMFISH2006MAY30,main,4.00,3.00,8.00,0.73,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT09,BUFFRMFISH2006MAY30,main,5.00,4.00,6.00,0.23,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT09,BUFFRMFISH2006MAY30,main,6.00,5.00,6.00,0.03,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT22,BUFFRMFISH2006MAY25,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT22,BUFFRMFISH2006MAY25,main,2.00,1.00,18.00,0.45,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT22,BUFFRMFISH2006MAY25,main,3.00,2.00,12.00,0.27,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT22,BUFFRMFISH2006MAY25,main,4.00,3.00,2.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT24,BUFFRMFISH2006MAY24,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT24,BUFFRMFISH2006MAY24,main,2.00,1.00,26.00,0.04,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT24,BUFFRMFISH2006MAY24,main,3.00,2.00,14.00,0.13,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT24,BUFFRMFISH2006MAY24,main,4.00,3.00,2.00,0.05,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT24,BUFFRMFISH2006MAY24,main,5.00,3.50,1.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT30,BUFFRMFISH2006JUN06,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT30,BUFFRMFISH2006JUN06,main,2.00,1.00,40.00,0.11,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT30,BUFFRMFISH2006JUN06,main,3.00,2.00,56.00,0.03,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT30,BUFFRMFISH2006JUN06,main,4.00,3.00,45.00,0.01,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT30,BUFFRMFISH2006JUN06,main,5.00,4.00,25.00,0.04,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT30,BUFFRMFISH2006JUN06,main,6.00,5.00,14.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT30,BUFFRMFISH2006JUN06,main,7.00,6.00,2.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT31,BUFFRMFISH2006JUN06,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT31,BUFFRMFISH2006JUN06,main,2.00,0.50,12.00,0.10,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT31,BUFFRMFISH2006JUN06,main,3.00,1.00,17.00,0.21,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT31,BUFFRMFISH2006JUN06,main,4.00,1.50,22.00,0.07,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT31,BUFFRMFISH2006JUN06,main,5.00,2.00,18.00,0.01,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT31,BUFFRMFISH2006JUN06,main,6.00,2.50,14.00,0.01,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT31,BUFFRMFISH2006JUN06,main,7.00,3.00,12.00,0.00,,metric,12/10/2018 11:06
2006.00,BUFFRMFISHBT31,BUFFRMFISH2006JUN06,main,8.00,3.50,2.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,2.00,1.00,0.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,3.00,2.00,4.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,4.00,3.00,14.00,0.01,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,5.00,4.00,22.00,0.17,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,6.00,5.00,24.00,0.10,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,7.00,6.00,26.00,0.33,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,8.00,7.00,32.00,0.24,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,9.00,8.00,38.00,0.47,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,10.00,9.00,40.00,0.38,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,11.00,10.00,42.00,0.49,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,12.00,11.00,40.00,0.53,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,13.00,12.00,42.00,0.34,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,14.00,13.00,40.00,0.42,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,15.00,14.00,38.00,0.53,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,16.00,15.00,28.00,0.43,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,17.00,16.00,28.00,0.34,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,18.00,17.00,10.00,0.10,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,19.00,18.00,14.00,0.12,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM01,BUFFRMFish2007May22,main,20.00,19.00,8.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,2.00,2.00,56.00,0.13,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,3.00,4.00,64.00,0.28,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,4.00,6.00,61.00,0.20,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,5.00,8.00,78.00,0.22,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,6.00,10.00,50.00,0.30,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,7.00,12.00,40.00,0.29,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,8.00,14.00,33.00,0.27,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,9.00,16.00,22.00,0.25,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,10.00,18.00,16.00,0.15,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,11.00,20.00,11.00,0.10,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,12.00,22.00,26.00,0.12,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,13.00,24.00,22.00,0.19,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,14.00,26.00,56.00,0.26,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,15.00,28.00,62.00,0.23,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,16.00,30.00,27.00,0.04,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,17.00,32.00,20.00,0.01,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM02,BUFFRMFish2007May23,main,18.00,34.00,0.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,2.00,3.00,24.00,0.13,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,3.00,6.00,40.00,0.23,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,4.00,9.00,44.00,0.12,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,5.00,12.00,34.00,0.27,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,6.00,15.00,48.00,0.29,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,7.00,18.00,64.00,0.35,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,8.00,21.00,68.00,0.18,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,9.00,24.00,54.00,0.15,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,10.00,27.00,40.00,0.29,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,11.00,30.00,28.00,0.03,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM03,BUFFRMFish2007May30,main,12.00,33.00,6.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,2.00,4.00,20.00,0.00,vegitation,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,3.00,8.00,52.00,0.11,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,4.00,12.00,76.00,0.12,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,5.00,16.00,84.00,0.12,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,6.00,20.00,116.00,0.14,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,7.00,24.00,82.00,0.23,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,8.00,28.00,64.00,0.30,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,9.00,32.00,66.00,0.26,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,10.00,36.00,60.00,0.22,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,11.00,40.00,38.00,0.21,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,12.00,44.00,28.00,0.02,vegitation,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM04,BUFFRMFish2007May31,main,13.00,48.00,2.00,0.00,vegitation,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,2.00,3.00,65.00,0.05,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,3.00,6.00,113.00,0.15,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,4.00,9.00,102.00,0.29,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,5.00,12.00,118.00,0.29,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,6.00,15.00,136.00,0.29,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,7.00,18.00,115.00,0.34,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,8.00,21.00,120.00,0.25,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,9.00,24.00,97.00,0.30,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,10.00,27.00,90.00,0.19,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,11.00,30.00,73.00,0.18,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,12.00,33.00,52.00,0.22,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,13.00,36.00,32.00,0.12,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,14.00,39.00,26.00,0.12,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,15.00,42.00,26.00,0.15,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,16.00,45.00,21.00,0.10,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM05,BUFFRMFish2007Jun20,main,17.00,47.00,6.00,0.00,,metric,12/10/2018 11:06
2007.00,BUFFRMFISHBM06,BUFFRMFish2007Jun04,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
