Season,LocationID,EventID,ChannelType,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments,Units,DETimeStamp
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,3.00,4.00,36.00,0.30,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,4.00,6.00,32.00,0.27,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,5.00,8.00,52.00,0.32,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,6.00,10.00,58.00,0.37,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,7.00,12.00,64.00,0.40,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,8.00,14.00,64.00,0.36,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,9.00,16.00,60.00,0.43,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,10.00,18.00,64.00,0.31,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,11.00,20.00,64.00,0.41,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,12.00,22.00,66.00,0.40,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,13.00,24.00,68.00,0.35,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,14.00,26.00,68.00,0.45,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,15.00,28.00,60.00,0.40,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,16.00,30.00,54.00,0.51,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,17.00,32.00,51.00,0.50,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,18.00,34.00,44.00,0.48,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,19.00,36.00,39.00,0.56,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,20.00,38.00,36.00,0.58,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM02,BUFFRMFish2009May28,main,21.00,40.00,34.00,0.06,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,1.00,-999.00,-999.00,-999.00,flow meter not working. No discharge taken,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,2.00,2.00,19.00,0.07,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,3.00,4.00,29.00,0.14,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,4.00,6.00,34.00,0.15,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,5.00,8.00,45.00,0.21,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,6.00,10.00,61.00,0.24,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,7.00,12.00,74.00,0.24,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,8.00,14.00,86.00,0.24,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,9.00,16.00,98.00,0.24,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,10.00,18.00,108.00,0.22,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,11.00,20.00,112.00,0.20,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,12.00,22.00,108.00,0.24,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,13.00,24.00,100.00,0.27,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,14.00,26.00,80.00,0.35,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,15.00,28.00,78.00,0.36,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,16.00,30.00,80.00,0.32,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,17.00,32.00,90.00,0.50,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,18.00,34.00,84.00,0.42,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,19.00,36.00,76.00,0.53,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,20.00,38.00,82.00,0.41,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,21.00,40.00,81.00,0.46,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,22.00,42.00,80.00,0.36,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,23.00,44.00,66.00,0.48,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,24.00,46.00,38.00,0.44,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,25.00,48.00,34.00,0.32,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,26.00,50.00,40.00,0.19,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,27.00,52.00,29.00,0.08,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,28.00,54.00,36.00,0.06,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,2.00,2.00,30.00,0.15,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,3.00,4.00,40.00,0.44,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,4.00,6.00,50.00,0.40,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,5.00,8.00,56.00,0.47,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,6.00,10.00,58.00,0.41,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,7.00,12.00,58.00,0.46,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,8.00,14.00,58.00,0.66,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,9.00,16.00,58.00,0.47,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,10.00,18.00,56.00,0.52,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,11.00,20.00,60.00,0.53,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,12.00,22.00,61.00,0.43,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,13.00,24.00,66.00,0.45,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,14.00,26.00,70.00,0.54,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,15.00,28.00,75.00,0.51,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,16.00,30.00,82.00,0.50,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,17.00,32.00,90.00,0.50,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,18.00,34.00,98.00,0.53,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,19.00,36.00,102.00,0.46,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,20.00,38.00,110.00,0.55,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,21.00,40.00,118.00,0.49,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,22.00,42.00,98.00,0.45,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,23.00,44.00,62.00,0.35,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,24.00,46.00,20.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,1.00,0.00,46.00,0.75,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,2.00,2.50,60.00,0.66,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,3.00,5.00,60.00,0.73,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,4.00,7.50,62.00,0.76,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,5.00,10.00,66.00,0.76,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,6.00,12.50,70.00,0.71,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,7.00,15.00,66.00,0.64,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,8.00,17.50,68.00,0.79,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,9.00,20.00,66.00,0.79,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,10.00,22.50,64.00,0.78,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,11.00,25.00,60.00,0.75,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,12.00,27.50,56.00,0.89,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,13.00,30.00,52.00,0.78,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,14.00,32.50,52.00,0.75,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,15.00,35.00,44.00,0.79,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,16.00,37.50,40.00,0.68,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,17.00,40.00,24.00,0.75,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,18.00,42.50,18.00,0.54,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,19.00,45.00,18.00,0.39,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,20.00,47.50,35.00,0.16,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,21.00,50.00,22.00,0.10,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,2.00,0.50,30.00,0.11,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,3.00,1.00,36.00,0.14,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,4.00,1.50,34.00,0.14,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,5.00,2.00,40.00,0.08,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,6.00,2.50,34.00,0.14,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,7.00,3.00,30.00,0.16,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,8.00,3.50,26.00,0.14,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,9.00,4.00,22.00,0.16,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,10.00,4.50,23.00,0.17,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,11.00,5.00,24.00,0.08,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,12.00,5.50,23.00,0.11,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,13.00,6.00,25.00,0.15,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,14.00,6.50,28.00,0.15,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,15.00,7.00,22.00,0.17,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,16.00,7.50,24.00,0.08,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,17.00,8.00,24.00,0.10,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,18.00,8.50,23.00,0.12,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,19.00,9.00,25.00,0.07,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,20.00,9.50,20.00,0.09,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,21.00,10.00,20.00,0.05,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,22.00,10.50,19.00,0.06,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,23.00,11.00,18.00,0.05,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,24.00,11.50,8.00,0.01,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT01,BUFFRMFish2009May19,main,25.00,12.00,2.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,2.00,0.50,10.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,3.00,1.00,4.00,0.01,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,4.00,1.50,12.00,0.09,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,5.00,2.00,14.00,0.09,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,6.00,2.50,16.00,0.08,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,7.00,3.00,13.00,0.11,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,8.00,3.50,16.00,0.10,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,9.00,4.00,20.00,0.08,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,10.00,4.50,20.00,0.07,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,11.00,5.00,19.00,0.02,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,12.00,5.50,20.00,0.04,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,13.00,6.00,16.00,0.02,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,14.00,6.50,10.00,0.01,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,15.00,7.00,6.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT06,BUFFRMFish2009May19,main,16.00,7.30,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,2.00,0.30,2.00,0.08,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,3.00,0.60,2.00,0.23,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,4.00,0.90,6.00,0.30,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,5.00,1.20,8.00,0.40,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,6.00,1.50,7.00,0.19,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,7.00,1.80,11.00,0.41,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,8.00,2.10,11.00,0.34,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,9.00,2.40,12.00,0.52,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,10.00,2.70,15.00,0.51,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,11.00,3.00,14.00,0.59,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,12.00,3.30,15.00,0.96,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,13.00,3.60,12.00,0.84,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,14.00,3.90,14.00,0.63,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,15.00,4.20,6.00,0.35,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,16.00,4.50,6.00,0.26,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,17.00,4.80,2.00,0.04,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT10,BUFFRMFish2009May20,main,18.00,5.20,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,2.00,0.20,4.00,0.14,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,3.00,0.40,10.00,0.22,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,4.00,0.60,20.00,0.25,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,5.00,0.80,22.00,0.36,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,6.00,1.00,26.00,0.29,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,7.00,1.20,27.00,0.28,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,8.00,1.40,22.00,0.18,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,9.00,1.60,14.00,0.23,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,10.00,1.80,10.00,0.11,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,11.00,2.00,10.00,0.16,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,12.00,2.20,8.00,0.23,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,13.00,2.40,10.00,0.18,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,14.00,2.60,10.00,0.18,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,15.00,2.80,6.00,0.06,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,16.00,3.00,2.00,0.06,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,17.00,3.20,2.00,0.01,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,18.00,3.40,1.00,0.01,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,19.00,3.60,1.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT11,BUFFRMFish2009May20,main,20.00,3.80,1.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,2.00,1.00,52.00,0.26,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,3.00,2.00,42.00,0.47,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,4.00,3.00,40.00,0.51,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,5.00,4.00,40.00,0.44,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,6.00,5.00,36.00,0.56,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,7.00,6.00,32.00,0.57,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,8.00,7.00,30.00,0.46,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,9.00,8.00,30.00,0.54,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,10.00,9.00,26.00,0.52,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,11.00,10.00,22.00,0.42,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,12.00,11.00,18.00,0.59,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,13.00,12.00,17.00,0.56,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,14.00,13.00,12.00,0.42,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,15.00,14.00,12.00,0.38,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,16.00,15.00,10.00,0.32,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,17.00,16.00,12.00,0.28,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,18.00,17.00,12.00,0.21,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,19.00,18.00,21.00,0.24,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,20.00,19.00,22.00,0.24,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,21.00,20.00,29.00,0.22,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,22.00,21.00,24.00,0.28,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,23.00,22.00,11.00,0.14,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT20,BUFFRMFish2009May21,main,24.00,23.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,1.00,0.00,0.00,0.00,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,2.00,0.50,2.00,0.02,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,3.00,1.00,6.00,0.05,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,4.00,1.50,10.00,0.13,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,5.00,2.00,18.00,0.14,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,6.00,2.50,26.00,0.20,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,7.00,3.00,28.00,0.26,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,8.00,3.50,30.00,0.33,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,9.00,4.00,36.00,0.34,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,10.00,4.50,36.00,0.35,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,11.00,5.00,36.00,0.43,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,12.00,5.50,44.00,0.44,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,13.00,6.00,48.00,0.55,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,14.00,6.50,48.00,0.54,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,15.00,7.00,50.00,0.58,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,16.00,7.50,64.00,0.56,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,17.00,8.00,66.00,0.56,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,18.00,8.50,70.00,0.73,,metric,12/10/2018 11:06
2009.00,BUFFRMFISHBT23,BUFFRMFish2009May26,main,19.00,9.00,74.00,0.71,,metric,12/10/2018 11:06
